Company,Product,TypeName,ScreenResolution,CPU_Company,CPU_Type,GPU_Company,GPU_Type,OpSys,Laptop_ID
HP,Pavilion Power,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,1196
Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,1366x768,Intel,Core i3 6006U,AMD,Radeon R5 M430,No OS,1197
Asus,Rog G752VY-GC229T,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 980M,Windows 10,1198
Acer,Aspire 3,Notebook,1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Linux,1199
MSI,GS73VR 7RF,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,1200
Dell,Inspiron 5567,Notebook,1366x768,Intel,Core i3 6006U,AMD,Radeon R7 M440,Windows 10,1201
Lenovo,IdeaPad 310-15ISK,Notebook,1366x768,Intel,Core i7 6500U,Nvidia,GeForce 920MX,No OS,1202
Dell,Inspiron 5579,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i7 8550U,Intel,UHD Graphics 620,Windows 10,1203
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1204
Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060,Windows 10,1205
Dell,Inspiron 5567,Notebook,Full HD 1920x1080,Intel,Core i5 7200U,AMD,Radeon R7 M445,Windows 10,1206
HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1207
Lenovo,IdeaPad 320-15AST,Notebook,1366x768,AMD,E-Series 9000,AMD,Radeon R2 Graphics,Windows 10,1208
Acer,Aspire E5-774G,Notebook,1600x900,Intel,Core i3 6006U,Nvidia,GeForce 940MX,Windows 10,1209
Asus,Rog Strix,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1070,Windows 10,1210
Apple,"MacBook 12""",Ultrabook,IPS Panel Retina Display 2304x1440,Intel,Core M,Intel,HD Graphics 515,Mac OS X,1211
Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,1212
MSI,GS73VR Stealth,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060,Windows 10,1213
Dell,Inspiron 7579,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1214
Asus,ROG Strix,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,1215
Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,1366x768,Intel,Celeron Dual Core 3205U,Intel,HD Graphics,Chrome OS,1216
Acer,E5 774G,Notebook,1600x900,Intel,Core i3 6006U,Nvidia,GeForce 940MX,Windows 10,1217
Lenovo,IdeaPad 320-17IKB,Notebook,1600x900,Intel,Core i5 7200U,Intel,HD Graphics 620,No OS,1218
Lenovo,IdeaPad Y700-15ISK,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960<U+039C>,Windows 10,1219
Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 7Y75,Intel,HD Graphics 615,Windows 10,1220
Lenovo,Thinkpad T560,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 6600U,Intel,HD Graphics 520,Windows 10,1221
MSI,GP62MVR 6RF,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1060,Windows 10,1222
HP,15-bw009nv (A12-9720P/6GB/1TB/Radeon,Notebook,Full HD 1920x1080,AMD,A12-Series 9720P,AMD,Radeon 530,Windows 10,1223
Dell,Latitude E7270,Ultrabook,Full HD / Touchscreen 1920x1080,Intel,Core i5 6300U,Intel,HD Graphics 520,Windows 7,1224
Dell,Inspiron 5578,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,1225
Asus,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,1366x768,Intel,Pentium Quad Core N3710,Intel,HD Graphics 405,Windows 10,1226
Dell,XPS 13,Ultrabook,Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1227
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 520,Linux,1228
Lenovo,IdeaPad Y700-15ISK,Gaming,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M,Windows 10,1229
MSI,GL62M 7RDX,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050,Windows 10,1230
Lenovo,ThinkPad Yoga,Netbook,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1231
Razer,Blade Pro,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,1232
Dell,Inspiron 3567,Notebook,Touchscreen 1366x768,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,1233
MSI,GE72VR Apache,Gaming,Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1060,Windows 10,1234
Apple,MacBook Air,Ultrabook,1366x768,Intel,Core i5,Intel,HD Graphics 6000,Mac OS X,1235
HP,15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),Notebook,Full HD 1920x1080,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,1236
HP,EliteBook 840,Ultrabook,2560x1440,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 7,1237
Dell,Vostro 3559,Notebook,1366x768,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1238
MSI,GL62 6QF,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M,Windows 10,1239
Lenovo,ThinkPad 13,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 7500U,Intel,HD Graphics 620,Windows 10,1240
Lenovo,IdeaPad 320-15ABR,Notebook,Full HD 1920x1080,AMD,A12-Series 9720P,AMD,Radeon 530,Windows 10,1241
Asus,ZenBook UX310UA-WB71,Ultrabook,Full HD 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1242
Acer,Aspire ES1-572,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Linux,1243
Dell,Inspiron 7779,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i7 7500U,Nvidia,GeForce 940MX,Windows 10,1244
HP,EliteBook 840,Notebook,Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 7,1245
Asus,Rog GL553VE-FY052T,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 7700HQ,Nvidia,GeForce GTX 1050 Ti,Windows 10,1246
Dell,Latitude 5480,Notebook,1366x768,Intel,Core i5 7200U,Intel,HD Graphics 620,Windows 10,1247
Asus,Rog GL502VS,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 1070,Windows 10,1248
Lenovo,V510-15IKB (i5-7200U/8GB/256GB/FHD/No,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 7200U,Intel,HD Graphics 620,No OS,1249
Dell,XPS 13,2 in 1 Convertible,Quad HD+ / Touchscreen 3200x1800,Intel,Core i5 7Y54,Intel,HD Graphics 615,Windows 10,1250
Dell,Inspiron 3552,Notebook,1366x768,Intel,Pentium Quad Core N3710,Intel,HD Graphics,Linux,1251
HP,255 G6,Notebook,1366x768,AMD,A6-Series 9220,AMD,Radeon R4 Graphics,Windows 10,1252
Lenovo,IdeaPad 310-15ISK,Notebook,Full HD 1920x1080,Intel,Core i3 6100U,Nvidia,GeForce 920MX,Windows 10,1253
Lenovo,ThinkPad L460,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1254
Dell,Inspiron 3552,Notebook,1366x768,Intel,Pentium Quad Core N3700,Intel,HD Graphics,Windows 10,1255
Asus,X541NA-GO020T (N3350/4GB/1TB/W10),Notebook,1366x768,Intel,Celeron Dual Core N3350,Intel,HD Graphics 500,Windows 10,1256
Asus,Rog G752VT-GC073T,Gaming,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 970M,Windows 10,1257
Dell,Vostro 3568,Notebook,1366x768,Intel,Core i3 6006U,Intel,HD Graphics 520,Windows 10,1258
Lenovo,B51-80 (i7-6500U/8GB/1008GB/Radeon,Notebook,Full HD 1920x1080,Intel,Core i7 6500U,AMD,Radeon R5 M330,Windows 7,1259
MSI,GE62 Apache,Gaming,Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M,Windows 10,1260
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,Full HD / Touchscreen 1920x1080,Intel,Core i5 6200U,Intel,HD Graphics 520,Windows 10,1261
Asus,ZenBook UX305CA-UBM1,Ultrabook,IPS Panel Full HD 1920x1080,Intel,Core M 6Y30,Intel,HD Graphics 515,Windows 10,1262
Dell,Inspiron 3567,Notebook,1366x768,Intel,Core i3 7100U,Intel,HD Graphics 620,Windows 10,1263
Acer,Aspire ES1-531,Notebook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Linux,1264
Dell,Inspiron 3552,Notebook,1366x768,Intel,Celeron Dual Core N3050,Intel,HD Graphics,Windows 10,1265
Lenovo,IdeaPad Y700-15ISK,Notebook,IPS Panel Full HD 1920x1080,Intel,Core i7 6700HQ,Nvidia,GeForce GTX 960M,Windows 10,1266
HP,Pavilion 15-AW003nv,Notebook,Full HD 1920x1080,AMD,A9-Series 9410,AMD,Radeon R7 M440,Windows 10,1267
Dell,Inspiron 3567,Notebook,1366x768,Intel,Core i7 7500U,AMD,Radeon R5 M430,Linux,1268
HP,Stream 11-Y000na,Netbook,1366x768,Intel,Celeron Dual Core N3060,Intel,HD Graphics 400,Windows 10,1269
Asus,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,1366x768,Intel,Core i7 6500U,Nvidia,GeForce 920M,Windows 10,1270
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,IPS Panel Full HD / Touchscreen 1920x1080,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1271
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel,Core i7 6500U,Intel,HD Graphics 520,Windows 10,1272
Lenovo,IdeaPad 100S-14IBR,Notebook,1366x768,Intel,Celeron Dual Core N3050,Intel,HD Graphics,Windows 10,1273
HP,15-AC110nv (i7-6500U/6GB/1TB/Radeon,Notebook,1366x768,Intel,Core i7 6500U,AMD,Radeon R5 M330,Windows 10,1274
Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,1366x768,Intel,Celeron Dual Core N3050,Intel,HD Graphics,Windows 10,1275
